NSID	GRIDID	HHCAT	W9SEX	W9ALIVE	W9PRES	W9RELTOKEY	W9LVDYM	W9LVDYY	W9WHNMOM	W9WHNMOY	W9SLVYM	W9SLVYY	W9DOBM	W9DOBY	W9RAGE	W9GRIDFLAG
NS13877Q	26	3	2	1	1	4	-1	-1	-1	-1	11	2022	11	2022	0	0
NS13877Q	41	5	2	1	1	9	-1	-1	-1	-1	8	1990	5	1967	55	0
NS13877Q	42	5	2	1	1	28	-1	-1	-1	-1	7	2019	12	1995	27	0
NS13877Q	43	5	1	1	1	9	-1	-1	-1	-1	8	1990	6	1960	62	0
NS13881D	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	10	1987	34	0
NS13881D	26	3	1	1	1	4	-1	-1	-1	-1	10	2020	10	2020	1	0
NS13884G	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	1	1990	33	0
NS13884G	26	3	2	1	1	4	-1	-1	-1	-1	10	2022	10	2022	0	0
NS13884G	27	3	2	1	1	4	-1	-1	-1	-1	10	2022	10	2022	0	0
NS13892Z	2	1	2	1	1	1	-1	-1	-1	-1	2	2017	6	1989	33	0
NS13892Z	26	3	2	1	1	4	-1	-1	-1	-1	9	2021	9	2021	1	0
NS13894B	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	9	1969	53	0
NS13894B	32	4	1	1	1	12	-1	-1	-1	-1	-1	-1	4	1956	66	0
NS13895C	2	1	2	1	1	3	-1	-1	-1	-1	10	2021	5	1980	42	0
NS13895C	31	4	1	1	2	22	-1	-1	4	2016	-1	-1	-8	-8	-8	0
NS13896D	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1984	39	0
NS13896D	26	3	1	1	1	4	-1	-1	-1	-1	2	2017	2	2017	6	0
NS13896D	27	3	1	1	1	4	-1	-1	-1	-1	5	2021	5	2021	1	0
NS13897E	2	1	2	1	1	3	-1	-1	-1	-1	9	2021	10	1992	30	0
NS13898F	41	5	1	1	1	9	-1	-1	-1	-1	8	1990	11	1955	67	0
NS13898F	42	5	2	1	1	9	-1	-1	-1	-1	8	1990	8	1957	65	0
NS13898F	43	5	1	1	1	14	-1	-1	-1	-1	8	1990	10	1981	41	0
NS13900Y	26	3	1	1	2	4	-1	-1	-8	-8	-1	-1	2	2021	2	0
NS13900Y	41	5	2	1	1	9	-1	-1	-1	-1	3	1990	4	1959	63	0
NS13900Y	42	5	1	1	1	9	-1	-1	-1	-1	3	1990	4	1959	63	0
NS13901Z	2	1	2	1	1	3	-1	-1	-1	-1	2	2019	12	1990	32	0
NS13901Z	26	3	1	1	1	4	-1	-1	-1	-1	11	2020	11	2020	2	0
NS13901Z	27	3	1	1	1	4	-1	-1	-1	-1	3	2023	3	2023	0	0
NS13901Z	31	4	1	1	2	9	-1	-1	2	2019	-1	-1	4	1964	58	0
NS13901Z	32	4	2	1	2	9	-1	-1	2	2019	-1	-1	-8	-8	-8	0
NS13901Z	33	4	1	1	2	14	-1	-1	5	2017	-1	-1	2	1992	31	0
NS13902A	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	5	1992	30	0
NS13902A	26	3	2	1	1	4	-1	-1	-1	-1	3	2019	3	2019	3	0
NS13903B	2	1	2	1	1	1	-1	-1	-1	-1	5	2019	8	1992	29	0
NS13903B	26	3	1	1	1	4	-1	-1	-1	-1	1	2021	1	2021	1	0
NS13904C	2	1	2	1	1	1	-1	-1	-1	-1	10	2017	5	1994	28	0
NS13908G	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	7	1965	57	0
NS13908G	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	3	1963	59	0
NS13908G	33	4	1	1	2	14	-1	-1	1	2016	-1	-1	12	1988	34	0
NS13909H	41	5	2	1	1	9	-1	-1	-1	-1	3	2020	1	1966	56	0
NS13909H	42	5	1	1	1	9	-1	-1	-1	-1	3	2020	9	1967	55	0
NS13914X	31	4	2	1	2	9	-1	-1	2	2017	-1	-1	-8	-8	-8	0
NS13914X	32	4	1	1	2	14	-1	-1	6	2017	-1	-1	-8	-8	-8	0
NS13915Y	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	11	1960	62	0
NS13915Y	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	12	1960	62	0
NS13915Y	33	4	2	1	2	14	-1	-1	6	2021	-1	-1	3	1988	34	0
NS13915Y	34	4	1	1	1	14	-1	-1	-1	-1	-1	-1	4	1990	32	0
NS13917A	1	1	2	1	2	29	-1	-1	1	2023	-1	-1	7	1985	37	0
NS13918B	31	4	2	1	2	9	-1	-1	8	2019	-1	-1	-8	-8	-8	0
NS13918B	32	4	1	1	2	9	-1	-1	8	2019	-1	-1	-8	-8	-8	0
NS13929X	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	9	1985	37	0
NS13929X	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	6	2015	7	0
NS13929X	26	3	2	1	1	4	-1	-1	-1	-1	5	2018	5	2018	4	0
NS13930G	2	1	2	1	1	3	-1	-1	-1	-1	12	2019	5	1989	32	0
NS13930G	26	3	1	1	1	6	-1	-1	-1	-1	12	2019	1	2010	12	0
NS13930G	27	3	2	1	1	6	-1	-1	-1	-1	12	2019	10	2012	9	0
NS13930G	28	3	2	1	1	6	-1	-1	-1	-1	12	2019	11	2014	7	0
NS13930G	29	3	1	1	1	4	-1	-1	-1	-1	5	2021	5	2021	0	0
NS13931H	2	1	2	1	1	1	-1	-1	-1	-1	1	2018	10	1987	34	0
NS13931H	26	3	2	1	1	6	-1	-1	-1	-1	1	2018	12	2009	12	0
NS13931H	27	3	2	1	1	4	-1	-1	-1	-1	11	2019	11	2019	2	0
NS13931H	31	4	2	2	2	19	8	2020	-8	-8	-1	-1	2	1933	89	0
NS13932J	2	1	2	1	1	1	-1	-1	-1	-1	4	2019	9	1991	31	0
NS13932J	31	4	1	1	2	22	-1	-1	3	2016	-1	-1	-8	-8	-8	0
NS13932J	32	4	1	1	2	22	-1	-1	3	2017	-1	-1	-8	-8	-8	0
NS13934L	26	3	2	1	2	4	-1	-1	-8	-8	-1	-1	11	2012	9	0
NS13934L	41	5	2	1	1	9	-1	-1	-1	-1	-8	-8	11	1963	58	0
NS13934L	42	5	-8	1	1	-8	-1	-1	-1	-1	-8	-8	-8	-8	-8	0
NS13938Q	2	1	1	1	1	1	-1	-1	-1	-1	6	2016	9	1989	33	0
NS13938Q	26	3	2	1	1	4	-1	-1	-1	-1	5	2022	5	2022	0	0
NS13941C	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS13941C	26	3	2	1	1	4	-1	-1	-1	-1	4	2022	4	2022	-8	0
NS13942D	41	5	2	1	1	9	-1	-1	-1	-1	11	1989	2	1959	64	0
NS13942D	42	5	1	1	1	9	-1	-1	-1	-1	11	1989	1	1957	66	0
NS13942D	43	5	1	1	1	14	-1	-1	-1	-1	11	1989	5	1987	35	0
NS13945G	41	5	1	1	1	28	-1	-1	-1	-1	2	2022	10	1990	32	0
NS13947J	2	1	1	1	1	3	-1	-1	-1	-1	11	2017	12	1990	32	0
NS13947J	31	4	1	1	2	28	-1	-1	7	2016	-1	-1	2	1989	34	0
NS13956C	1	1	2	1	2	29	-1	-1	4	2022	-1	-1	10	1990	32	0
NS13956C	12	2	2	-8	-8	6	-1	-1	-8	-8	-1	-1	-8	-8	-8	0
NS13956C	26	3	2	1	1	4	-1	-1	-1	-1	2	2016	2	2016	6	0
NS13956C	27	3	2	1	1	4	-1	-1	-1	-1	6	2019	6	2019	3	0
NS13956C	32	4	2	1	2	28	-1	-1	4	2022	-1	-1	5	2012	10	0
NS13965W	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	4	1989	33	0
NS13969A	2	1	2	1	1	1	-1	-1	-1	-1	4	2018	2	1992	31	0
NS13969A	31	4	1	1	2	28	-1	-1	9	2017	-1	-1	-8	-8	-8	0
NS13970K	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	3	1989	33	0
NS13970K	26	3	2	1	1	4	-1	-1	-1	-1	3	2021	3	2021	1	0
NS13971L	1	1	1	1	2	29	-1	-1	3	2017	-1	-1	1	1988	34	0
NS13971L	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	5	2010	12	0
NS13971L	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	9	2015	7	0
NS13972M	2	1	2	1	1	1	-1	-1	-1	-1	1	2020	6	1991	30	0
NS13972M	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	7	1957	64	0
NS13972M	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	8	1958	63	0
NS13972M	33	4	2	1	2	14	-1	-1	3	2016	-1	-1	7	1958	63	0
NS13972M	34	4	2	1	2	14	-1	-1	4	2022	-1	-1	5	1989	32	0
NS13972M	35	4	2	1	1	28	-1	-1	-1	-1	-1	-1	6	1991	30	0
NS13975Q	3	1	2	1	1	1	-1	-1	-1	-1	10	2020	7	1992	30	0
NS13976R	2	1	1	1	1	1	-1	-1	-1	-1	4	2019	11	1993	29	0
NS13976R	26	3	2	1	1	4	-1	-1	-1	-1	1	2020	1	2020	2	0
NS13977S	2	1	2	1	1	3	-1	-1	-1	-1	2	2019	2	1993	29	0
NS13979V	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1989	34	0
NS13979V	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	11	2014	8	0
NS13979V	26	3	2	1	1	4	-1	-1	-1	-1	9	2016	9	2016	6	0
NS13979V	27	3	1	1	1	4	-1	-1	-1	-1	6	2021	6	2021	2	0
NS13980E	1	1	2	1	1	3	-1	-1	-1	-1	-1	-1	9	1992	29	0
NS13982G	1	1	2	1	2	29	-1	-1	1	2017	-1	-1	5	1985	37	0
NS13982G	26	3	1	1	1	4	-1	-1	-1	-1	9	2017	12	2015	6	0
NS13984J	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	9	1989	32	0
NS13984J	26	3	2	1	1	4	-1	-1	-1	-1	5	2019	5	2019	2	0
NS13984J	27	3	2	1	1	4	-1	-1	-1	-1	3	2021	3	2021	1	0
NS13985K	31	4	2	1	2	14	-1	-1	9	2018	-1	-1	10	1988	34	0
NS13985K	32	4	2	1	2	14	-1	-1	1	2019	-1	-1	9	1992	30	0
NS13985K	33	4	1	1	1	9	-1	-1	-1	-1	-1	-1	5	1957	65	0
NS13985K	34	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1961	61	0
NS13990Z	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	6	1987	35	0
NS13990Z	26	3	2	1	1	4	-1	-1	-1	-1	9	2016	9	2016	6	0
NS13991A	2	1	1	1	1	3	-1	-1	-1	-1	8	2016	3	1989	33	0
NS13992B	2	1	1	1	1	1	-1	-1	-1	-1	5	2017	6	1989	33	0
NS13992B	26	3	2	1	1	4	-1	-1	-1	-1	7	2018	7	2018	4	0
NS13992B	31	4	2	1	2	9	-1	-1	4	2017	-1	-1	8	1965	57	0
NS13992B	32	4	1	1	2	12	-1	-1	4	2017	-1	-1	-8	-8	-8	0
NS13999J	2	1	1	1	1	1	-1	-1	-1	-1	10	2017	7	1991	31	0
NS13999J	26	3	1	1	1	4	-1	-1	-1	-1	2	2022	2	2022	1	0
NS13999J	31	4	2	1	2	22	-1	-1	6	2016	-1	-1	10	1988	34	0
NS13999J	32	4	1	1	2	22	-1	-1	6	2016	-1	-1	12	1988	34	0
NS14003C	26	3	2	1	2	4	-1	-1	-8	-8	-1	-1	9	2019	3	0
NS14004D	31	4	1	1	1	12	-1	-1	-1	-1	-1	-1	5	1975	47	0
NS14004D	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	2	1966	56	0
NS14004D	33	4	2	1	1	14	-1	-1	-1	-1	-1	-1	12	2005	17	0
NS14005E	2	1	1	1	1	3	-1	-1	-1	-1	2	2018	7	1989	32	0
NS14005E	31	4	2	1	2	14	-1	-1	2	2018	-1	-1	-8	-8	-8	0
NS14005E	32	4	2	1	2	9	-1	-1	2	2018	-1	-1	-8	-8	-8	0
NS14008H	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS14008H	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	12	2013	9	0
NS14008H	26	3	1	1	1	4	-1	-1	-1	-1	9	2020	9	2020	2	0
NS14009J	2	1	2	1	1	1	-1	-1	-1	-1	10	2018	2	1992	30	0
NS14009J	26	3	2	1	1	4	-1	-1	-1	-1	8	2019	8	2019	2	0
NS14009J	41	5	1	1	1	14	-1	-1	-1	-1	4	2022	1	1984	38	0
NS14009J	42	5	2	1	1	18	-1	-1	-1	-1	4	2022	5	1987	34	0
NS14009J	43	5	2	1	1	20	-1	-1	-1	-1	4	2022	4	2021	1	0
NS14009J	44	5	2	1	1	9	-1	-1	-1	-1	1	2020	12	1953	68	0
NS14009J	45	5	1	1	1	9	-1	-1	-1	-1	1	2020	11	1953	68	0
NS14010T	31	4	2	1	2	9	-1	-1	10	2018	-1	-1	6	1954	68	0
NS14010T	41	5	2	1	1	22	-1	-1	-1	-1	7	2020	1	1992	30	0
NS14011V	31	4	2	1	2	9	-1	-1	7	2017	-1	-1	-8	-8	-8	0
NS14011V	32	4	1	1	2	9	-1	-1	7	2017	-1	-1	-8	-8	-8	0
NS14012W	2	1	1	1	1	1	-1	-1	-1	-1	3	2017	6	1990	32	0
NS14012W	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	6	2011	11	0
NS14012W	26	3	1	1	1	4	-1	-1	-1	-1	7	2016	7	2016	6	0
NS14012W	27	3	1	1	1	4	-1	-1	-1	-1	5	2018	5	2018	4	0
NS14012W	31	4	1	1	1	28	-1	-1	-1	-1	-1	-1	6	1990	32	0
NS14012W	33	4	2	1	2	19	-1	-1	3	2017	-1	-1	-8	-8	-8	0
NS14013X	2	1	2	1	1	1	-1	-1	-1	-1	9	2018	5	1990	32	0
NS14017B	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	6	1988	34	0
NS14017B	26	3	2	1	1	4	-1	-1	-1	-1	5	2016	5	2016	6	0
NS14017B	27	3	2	1	1	4	-1	-1	-1	-1	11	2022	11	2022	0	0
NS14017B	41	5	2	1	1	9	-1	-1	-1	-1	3	2021	2	1965	57	0
NS14018C	26	3	1	1	2	4	-1	-1	8	2020	-1	-1	4	2020	3	0
NS14018C	41	5	2	1	1	9	-1	-1	-1	-1	4	2022	4	1963	60	0
NS14020N	2	1	1	1	1	3	-1	-1	-1	-1	5	2017	3	1992	30	0
NS14020N	26	3	1	1	1	4	-1	-1	-1	-1	8	2021	8	2021	1	0
NS14023R	31	4	2	1	2	19	-1	-1	1	2021	-1	-1	-8	-8	-8	0
NS14023R	32	4	1	1	2	19	-1	-1	1	2021	-1	-1	-8	-8	-8	0
NS14023R	41	5	2	1	1	14	-1	-1	-1	-1	2	2021	1	1985	38	0
NS14024S	1	1	1	1	2	29	-1	-1	6	2017	-1	-1	5	1991	31	0
NS14024S	3	1	1	1	1	3	-1	-1	-1	-1	10	2021	12	1986	36	0
NS14025T	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1987	36	0
NS14025T	12	2	1	1	1	6	-1	-1	-1	-1	-1	-1	12	2004	18	0
NS14029Y	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	4	1958	64	0
NS14029Y	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1961	62	0
NS14032K	31	4	2	1	2	9	-1	-1	8	2021	-1	-1	8	1962	60	0
NS14032K	32	4	1	1	2	9	-1	-1	8	2021	-1	-1	2	1962	60	0
NS14032K	33	4	1	1	2	14	-1	-1	8	2021	-1	-1	4	1989	33	0
NS14033L	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	7	1970	52	0
NS14033L	32	4	1	2	2	9	5	2022	-8	-8	-1	-1	-8	-8	-8	0
NS14035N	2	1	1	1	1	1	-1	-1	-1	-1	8	2014	9	1989	33	0
NS14038R	2	1	2	1	1	3	-1	-1	-1	-1	2	2020	5	1991	31	0
NS14039S	2	1	1	1	1	1	-1	-1	-1	-1	7	2016	9	1985	37	0
NS14039S	26	3	2	1	1	4	-1	-1	-1	-1	12	2020	12	2020	1	0
NS14039S	31	4	2	1	2	9	-1	-1	7	2016	-1	-1	9	1966	56	0
NS14039S	32	4	1	1	2	9	-1	-1	7	2016	-1	-1	9	1965	57	0
NS14039S	33	4	1	1	2	14	-1	-1	7	2016	-1	-1	12	1996	25	0
NS14040C	26	3	1	1	1	4	-1	-1	-1	-1	12	2011	12	2011	11	0
NS14044G	2	1	2	1	1	3	-1	-1	-1	-1	3	2020	5	1993	29	0
NS14044G	31	4	2	1	2	9	-1	-1	3	2020	-1	-1	5	1965	57	0
NS14044G	32	4	1	1	2	9	-1	-1	3	2020	-1	-1	11	1963	59	0
NS14044G	33	4	2	1	2	14	-1	-1	3	2020	-1	-1	10	1992	30	0
NS14050X	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	12	1984	38	0
NS14050X	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	1	2011	12	0
NS14050X	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	2	2016	6	0
NS14052Z	26	3	2	1	1	4	-1	-1	-1	-1	2	2012	2	2012	11	0
NS14052Z	27	3	2	1	1	4	-1	-1	-1	-1	4	2018	4	2018	5	0
NS14053A	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	3	1990	32	0
NS14053A	26	3	1	1	1	4	-1	-1	-1	-1	6	2018	6	2018	4	0
NS14053A	27	3	2	1	1	4	-1	-1	-1	-1	11	2020	11	2020	2	0
NS14060R	2	1	2	1	1	1	-1	-1	-1	-1	3	2016	5	1993	29	0
NS14060R	26	3	1	1	1	4	-1	-1	-1	-1	11	2021	11	2021	1	0
NS14060R	41	5	-8	1	1	-8	-1	-1	-1	-1	-8	-8	-8	-8	-8	0
NS14060R	42	5	-8	1	1	-8	-1	-1	-1	-1	-8	-8	-8	-8	-8	0
NS14060R	43	5	-8	1	1	-8	-1	-1	-1	-1	-8	-8	-8	-8	-8	0
NS14062T	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	7	1988	33	0
NS14064W	2	1	1	1	1	3	-1	-1	-1	-1	8	2017	9	1989	33	0
NS14064W	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2009	13	0
NS14066Y	26	3	2	1	1	4	-1	-1	-1	-1	4	2010	4	2010	12	0
NS14066Y	27	3	1	1	1	4	-1	-1	-1	-1	7	2019	7	2019	3	0
NS14066Y	28	3	2	1	1	4	-1	-1	-1	-1	6	2022	6	2022	0	0
NS14066Y	41	5	2	1	1	28	-1	-1	-1	-1	6	2014	10	1990	32	0
NS14069B	1	1	1	1	2	3	-1	-1	4	2021	-1	-1	2	1992	31	0
NS14069B	26	3	1	1	1	4	-1	-1	-1	-1	8	2018	8	2018	4	0
NS14069B	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	1	1960	63	1
NS14069B	33	4	2	1	1	9	-1	-1	-1	-1	-1	-1	8	1962	60	1
NS14074Q	2	1	1	1	1	3	-1	-1	-1	-1	11	2017	10	1988	34	0
NS14074Q	26	3	1	1	1	4	-1	-1	-1	-1	9	2020	9	2020	2	0
NS14074Q	27	3	2	1	1	4	-1	-1	-1	-1	3	2022	3	2022	0	0
NS14076S	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	4	1968	54	0
NS14076S	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	1	1960	62	0
NS14076S	33	4	1	1	1	14	-1	-1	-1	-1	-1	-1	6	1991	30	0
NS14076S	34	4	2	1	1	14	-1	-1	-1	-1	-1	-1	11	1995	26	0
NS14079W	2	1	1	1	1	3	-1	-1	-1	-1	4	2017	1	1987	36	0
NS14079W	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	1	2011	12	0
NS14084K	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	4	1991	31	0
NS14089Q	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	9	1988	33	0
NS14089Q	26	3	1	1	1	4	-1	-1	-1	-1	6	2016	6	2016	5	0
NS14089Q	27	3	2	1	1	4	-1	-1	-1	-1	2	2019	2	2019	3	0
NS14090A	26	3	1	1	2	4	-1	-1	12	2018	-1	-1	11	2018	4	0
NS14090A	27	3	1	1	2	4	-1	-1	-8	-8	-1	-1	4	2021	2	0
NS14090A	41	5	2	1	1	9	-1	-1	-1	-1	12	1989	8	1959	64	0
NS14090A	42	5	1	1	1	9	-1	-1	-1	-1	12	1989	1	1961	62	0
NS14090A	43	5	1	1	1	14	-1	-1	-1	-1	10	1995	10	1995	27	0
NS14092C	26	3	2	1	1	4	-1	-1	-1	-1	3	2015	3	2015	7	0
NS14092C	27	3	1	1	1	4	-1	-1	-1	-1	8	2020	8	2020	2	0
NS14095F	3	1	2	1	1	3	-1	-1	-1	-1	3	2020	4	1993	29	0
NS14095F	26	3	2	1	1	4	-1	-1	-1	-1	3	2022	3	2022	0	0
NS14097H	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	6	1992	30	0
NS14101C	2	1	2	1	1	3	-1	-1	-1	-1	6	2019	3	1996	26	0
NS14101C	26	3	1	1	1	4	-1	-1	-1	-1	3	2022	3	2022	0	0
NS14102D	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	5	1985	37	0
NS14102D	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	4	2014	8	0
NS14102D	26	3	2	1	1	4	-1	-1	-1	-1	5	2017	5	2017	5	0
NS14106H	11	2	2	1	2	4	-1	-1	-8	-8	-1	-1	10	2014	7	1
NS14106H	41	5	2	1	1	9	-1	-1	-1	-1	8	1990	-8	-8	54	0
NS14109L	31	4	2	1	2	9	-1	-1	11	2018	-1	-1	-8	-8	-8	0
NS14109L	32	4	1	1	2	14	-1	-1	11	2018	-1	-1	-8	-8	-8	0
NS14113Z	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	4	1989	33	0
NS14113Z	26	3	2	1	1	4	-1	-1	-1	-1	12	2020	12	2020	2	0
NS14116C	2	1	2	1	1	3	-1	-1	-1	-1	1	2020	-8	-8	-8	0
NS14116C	31	4	1	1	2	14	-1	-1	-8	-8	-1	-1	-8	-8	-8	0
NS14116C	32	4	1	1	2	9	-1	-1	-8	-8	-1	-1	-8	-8	-8	0
NS14116C	33	4	2	1	2	9	-1	-1	-8	-8	-1	-1	-8	-8	-8	0
NS14118E	2	1	1	1	1	3	-1	-1	-1	-1	9	2018	9	1991	31	0
NS14118E	26	3	2	1	1	4	-1	-1	-1	-1	3	2020	3	2020	2	0
NS14118E	27	3	2	1	1	4	-1	-1	-1	-1	8	2022	8	2022	0	0
NS14121R	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1989	33	0
NS14121R	26	3	1	1	1	4	-1	-1	-1	-1	11	2021	11	2021	0	0
NS14123T	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	5	1984	37	0
NS14123T	12	2	1	1	1	6	-1	-1	-1	-1	-1	-1	11	2004	17	0
NS14123T	13	2	1	1	1	4	-1	-1	-1	-1	-1	-1	5	2015	7	0
NS14123T	26	3	2	1	1	4	-1	-1	-1	-1	5	2018	5	2018	3	0
NS14126X	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1988	34	0
NS14126X	26	3	2	1	1	4	-1	-1	-1	-1	6	2021	6	2021	1	0
NS14126X	32	4	2	1	2	9	-1	-1	8	2016	-1	-1	12	1947	75	0
NS14126X	33	4	1	1	2	9	-1	-1	8	2016	-1	-1	6	1945	77	0
NS14127Y	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	9	2009	13	0
NS14127Y	26	3	2	1	1	4	-1	-1	-1	-1	3	2019	3	2019	3	0
NS14130K	2	1	1	1	1	3	-1	-1	-1	-1	6	2019	12	1987	34	0
NS14130K	26	3	2	1	1	6	-1	-1	-1	-1	10	2018	2	2017	5	0
NS14130K	27	3	1	2	2	4	2	2022	-8	-8	-1	-1	2	2022	0	0
NS14134P	41	5	2	1	1	9	-1	-1	-1	-1	10	1989	5	1963	58	0
NS14134P	42	5	1	1	1	9	-1	-1	-1	-1	10	1989	12	1969	52	0
NS14134P	43	5	2	1	1	14	-1	-1	-1	-1	12	1996	12	1996	25	0
NS14135Q	2	1	1	1	1	1	-1	-1	-1	-1	12	2016	9	1979	43	0
NS14135Q	26	3	1	1	1	4	-1	-1	-1	-1	12	2016	12	2016	6	0
NS14135Q	27	3	2	1	1	4	-1	-1	-1	-1	12	2017	12	2017	5	0
NS14135Q	28	3	1	1	1	4	-1	-1	-1	-1	1	2023	1	2023	0	0
NS14136R	41	5	2	1	1	9	-1	-1	-1	-1	8	1990	5	1975	47	0
NS14136R	42	5	1	1	1	9	-1	-1	-1	-1	8	1990	7	1967	55	0
NS14136R	43	5	2	1	1	19	-1	-1	-1	-1	12	2022	4	1966	56	0
NS14136R	44	5	2	1	1	14	-1	-1	-1	-1	8	1990	11	1981	41	0
NS14138T	1	1	1	1	2	29	-1	-1	7	2021	-1	-1	4	1990	32	0
NS14138T	26	3	2	1	1	4	-1	-1	-1	-1	7	2019	7	2019	2	0
NS14138T	41	5	2	1	1	9	-1	-1	-1	-1	11	2021	11	1960	61	0
NS14138T	42	5	1	1	1	14	-1	-1	-1	-1	11	2021	10	1992	29	0
NS14139V	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	2	1963	59	0
NS14139V	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	7	1990	31	0
NS14143H	2	1	2	1	1	1	-1	-1	-1	-1	7	2018	12	1992	30	0
NS14143H	26	3	1	1	1	4	-1	-1	-1	-1	10	2020	10	2020	2	0
NS14143H	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	11	1961	61	0
NS14143H	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	3	1964	58	0
NS14143H	33	4	1	1	1	14	-1	-1	-1	-1	-1	-1	4	1992	30	0
NS14143H	34	4	2	1	1	14	-1	-1	-1	-1	-1	-1	12	1997	25	0
NS14145K	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	9	1965	57	0
NS14145K	32	4	2	1	1	14	-1	-1	-1	-1	-1	-1	12	1991	30	0
NS14145K	33	4	1	1	1	9	-1	-1	-1	-1	-1	-1	10	1953	69	0
NS14148N	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	12	2012	10	0
NS14148N	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	2	2016	6	0
NS14148N	26	3	2	1	1	4	-1	-1	-1	-1	5	2019	5	2019	3	0
NS14148N	33	4	2	1	2	9	-1	-1	7	2018	-1	-1	6	1972	50	0
NS14148N	34	4	1	1	2	12	-1	-1	9	2019	-1	-1	7	1972	50	0
NS14148N	35	4	2	1	2	14	-1	-1	8	2012	-1	-1	7	2000	22	0
NS14148N	36	4	1	1	2	14	-1	-1	9	2012	-1	-1	5	1994	28	0
NS14153C	2	1	2	1	1	3	-1	-1	-1	-1	5	2022	9	1989	33	0
NS14153C	31	4	2	1	2	9	-1	-1	5	2016	-1	-1	-8	-8	-8	0
NS14153C	32	4	2	1	2	14	-1	-1	5	2016	-1	-1	3	2011	11	0
NS14153C	33	4	1	1	2	28	-1	-1	5	2016	-1	-1	3	1992	30	0
NS14153C	34	4	2	1	2	14	-1	-1	5	2016	-1	-1	9	1992	30	0
NS14153C	35	4	1	1	2	12	-1	-1	5	2016	-1	-1	-8	-8	-8	0
NS14159J	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	12	1991	30	0
NS14160T	2	1	2	1	1	3	-1	-1	-1	-1	4	2019	6	1991	31	0
NS14160T	31	4	2	1	2	28	-1	-1	11	2017	-1	-1	-8	-8	-8	0
